6,44,1,0.1777307692307848,0.7658989999650176
1,781,1,0.2605209629621173,0.5216313021444816
56,24,-1,0.27895964330881334,0.4748139926088404
5,84,-1,0.32122999478873615,0.3740624915911749
0,109,-1,0.35680220410307123,0.2946353564880133
1,367,-1,0.38082586783196976,0.24302215717368797
110,25,1,0.3840169507169908,0.23626637582577878
2,49,-1,0.40280064108844543,0.19690461987545055
5,106,-1,0.3826755275090233,0.23910366478197861
157,8,-1,0.41144553918108734,0.17899639993877045
1,719,1,0.4185756272288465,0.16431166212474504
88,32,-1,0.4139279855495485,0.17387533141673533
2,33,-1,0.4106566057015982,0.18062583506753405
71,46,-1,0.4107253433684267,0.18048382911784988
131,25,1,0.42119795919093306,0.15892879283004405
149,26,-1,0.431527324047612,0.1378112083536961
110,26,-1,0.43883707563639074,0.12294153152111965
91,68,-1,0.43907039426450023,0.12246783302851108
5,52,-1,0.4238558933662593,0.15348214560368031
96,18,-1,0.4283655408925938,0.14426141550562283
2,79,-1,0.44069388455723163,0.11917322038715583
6,44,-1,0.4326186393739465,0.13558753594394302
37,26,-1,0.44647420053882036,0.10746337272795736
6,31,1,0.44590521222636154,0.10861468419198622
97,31,1,0.44485666919091216,0.11073709776850163
